SEQ,KEY_1,QCL_3,SQ1,SQ2,SQ2_X,SQ2_R,SQ3,SQ4,SQ5,SQ6,SQ6_R,SQ7_1,SQ7_2,SQ7_3,SQ7_4,SQ7_5,SQ7_6,SQ7_7,SQ7_8,SQ7_9,SQ7_10,SQ7_11,SQ7_12,SQ7_12_ETC_1,SQ8_1,SQ8_2,SQ8_3,SQ8_4,SQ8_5,SQ8_6,SQ8_7,SQ8_8,SQ8_9,SQ8_10,SQ8_12,SQ8_13,SQ8_12_ETC_1,A1,A2,A2_1_1,A2_1_2,A2_1_3,A2_1_4,A2_1_5,A2_1_6,A2_1_7,A2_1_8,A2_1_9,A2_1_9_ETC_1,A3,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A4_7,A4_8,A4_8_ETC_1,A5,A6,A7,A8,A9,A9_1,A10,A11,A12_1_1,A12_1_2,A12_1_3,A12_1_4,A12_2_1,A12_2_2,A12_2_3,A12_2_4,A12_3_1,A12_3_2,A12_3_3,A12_3_4,A12_4_1,A12_4_2,A12_4_3,A12_4_4,A13_1,A13_2,A13_3,A13_4,A14,A15,A15_1,A16_1,A16_2,A16_3,A16_4,A16_5,A16_6,A16_7,A16_8,A16_9,A16_10,A16_11,A16_11_ETC_1,A17,A17_1_1,A17_1_2,A17_1_3,A17_1_4,A17_1_5,A17_1_5_ETC_1,A18_1,A18_2,A18_3,A18_4,A19_1,A19_2,A19_3,A19_4,A19_5,A19_6,A20_1,A20_2,A20_3,A20_4,A20_5,A20_6,A20_7,A20_8,B1_1,B1_2,B1_3,B1_4,B1_5,B2,B2_R,B3,B4,B5_1,B5_2,B5_3,B5_8_ETC_1,B6_1,B6_2,B6_3,B6_4,B6_5,B6_6,B6_5_ETC_1,B7,B7_7_ETC_1,B8,B9_1,B9_2,B9_3,B9_4,B10,B11,B11_1,B12_1,B12_2,B12_3,B12_4,B12_5,B12_6,B12_7,B12_8,B12_9,RB12_1,RB12_2,RB12_3,RB12_4,RB12_5,RB12_6,RB12_7,RB12_8,RB12_9,RB12,C1,C1_1,C2,C2_7_ETC_1,C3,C4_1,C4_2,C4_3,C4_4,C4_5,C4_6,C4_7,C4_8,C4_9,C4_9_ETC_1,C5x1,C5x2,C5x3,C5x4,C5x5,C5x6,C5x7,C5x8,C5x9,C6x1,C6x2,C6x3,C6x4,C6x5,C6x6,C6x7,C6x8,C6x9,C7x1,C7x2,C7x3,C7x4,C7x5,C7x6,C7x7,C7x8,C7x9,C8,C8_1,C8_1_11_ETC_1,C8_2,C8_3,C8_4_1,C8_4_2,C8_4_3,C8_4_4,C8_4_5,C8_4_6,C8_4_7,C8_4_8,C8_4_8_ETC_1,C8_5,C8_6_1,C8_6_2,C8_6_3,C8_6_4,C8_6_5,C8_6_6,C8_6_7,C8_6_8,C8_6_8_ETC_1,C9,DQ1,DQ2,DQ2_9_ETC_1,DQ3,DQ5,DQ5_7_ETC_1,DQ5_1,DQ6
7325,2,,1,31,3,2,1,5,2,1,1,,,,,,,,,,,,,,1,2,,,,6,,,,,,,,2,,,,,,,,,,,,,1,,,,,,7,,,2,2,7,1,1,31,1,4,1,2,3,,1,2,,,1,2,3,,1,2,3,,3,2,2,2,2,1,29,1,,,,,,7,8,,,,,1,,2,,,,,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,4,4,4,4,3,6,2,4,,1,4,6,,1,,3,4,,,,3,,1,4,5,5,5,3,2,,2,1,2,2,1,2,2,1,1,1,0,1,1,0,1,1,0,0,5,1,2,,,,,,,4,5,6,,8,,,,,,3,3,3,,3,,,,,3,3,3,,3,,,,,3,3,3,,3,,2,,,,,,,,,,,,,,1,,,,,,,,,,,9,10,,2,3,,,2
7327,2,,1,38,4,3,1,16,1,3,3,,,,,5,,,8,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,1,1,,1,20,3,9,,2,3,,1,,,,,2,,,,,3,,3,4,5,1,,2,,,,,,,,,,,,,,1,1,2,,,,,2,3,4,3,1,2,1,1,1,1,2,2,1,2,2,1,1,2,3,4,5,3,4,9,3,4,3,3,1,2,,,2,3,,,,,3,,2,3,4,5,4,3,2,,2,3,4,3,2,1,1,3,4,1,2,3,2,1,0,0,2,3,14,,2,,,,,,,4,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,3,,,,,,1,7,,2,3,,,,,,,,,,,,,,,,,,,,,9,1,,2,5,,2,2
7328,2,,1,36,4,3,1,14,2,3,3,,,,,5,,,8,,,,,,1,2,,,,6,,,,,,,,1,,,,,,,,,,,,,1,,,,,6,,,,2,2,1,,2,,10,10,1,2,,,1,2,3,,1,,,,1,2,3,,5,3,5,5,,1,20,,,,,,,,,,,,,1,,,3,,,,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,4,2,4,4,6,2,4,3,1,2,7,,,2,3,,,,,3,,4,5,5,5,3,2,2,,2,2,2,4,2,4,2,2,2,1,1,1,3,1,3,1,1,1,13,,2,,,,1,2,3,,,,,,,,3,3,3,,,,,,,1,3,3,,,,,,,5,5,5,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,공동체 무리를 만들어준다,9,1,,1,4,,2,2
7329,2,,1,30,3,2,1,4,2,1,1,,,,,,,,,,,,,,1,2,,,,6,7,,,,,,,1,,,,,,,,,,,,,1,2,,,,,7,,,2,2,1,,1,27,12,5,1,2,,,1,2,,,1,,,,1,2,,,3,2,4,5,,1,18,,,,,,,,,,,,,1,,2,3,4,,,3,3,3,3,2,2,2,1,1,2,1,2,2,2,2,2,2,2,3,3,3,4,3,7,2,4,2,1,2,3,,1,2,3,4,,,,3,,1,5,5,5,2,4,2,,2,2,2,2,2,3,1,2,1,1,1,1,1,1,2,0,1,0,8,,1,2,,,1,2,,4,5,,,8,,,1,1,,3,1,,,2,,1,1,,3,1,,,2,,4,4,,5,5,,,5,,2,,,,,,,,,,,,,,1,,,,,,,,,,,9,1,,2,5,,,3
7330,2,,1,31,3,2,1,1,1,4,4,1,2,,,,6,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,1,,,,,6,,,,3,2,1,,1,26,20,20,1,2,,,1,2,,,1,,,,,2,,,6,1,5,1,,2,,,,,,,,,,,,,,1,1,,3,,,,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,5,4,2,3,3,6,2,3,2,3,1,7,,1,2,3,4,,,,2,,4,5,4,5,1,3,2,,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,0,0,0,1,,2,,,,,,,4,5,,,,,,,,,3,3,,,,,,,,1,1,,,,,,,,2,3,,,,,2,,,,,,,,,,,,,,2,1,,3,,,,,,,솔직히 고립과 은둔을 굳이 나쁘게 봐야할 이유가 있을까 싶다. IT 환경이 발달하면서 점점 비대면이 익숙해지는 사회인데 그걸 안좋게 보고 굳이 밖으로 끌어내려는게 시대를 못따라가는 발상이 아닌지 생각해볼 필요가 있다.,9,1,,2,4,,1,1
7331,1,4,1,33,3,3,1,22,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,13,,2,,,,,,,,,,,,,1,,,,,,,,,2,1,1,,2,,0,1,,,,4,,,,4,,,,4,,,,4,3,2,1,1,8,1,,,,,,,,7,,,,,,1,,,,4,,,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,4,3,8,3,3,3,1,5,7,,,,3,,,,,3,,3,5,5,5,1,3,2,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,1,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,2,1,2,3,,5,,,,,,6,5,,2,4,,,2
7332,2,,1,31,3,2,1,14,2,1,1,,,,,,,,,,,,,,1,2,,,,6,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,2,2,2,,1,23,3,3,1,2,,,1,2,,,1,2,,,1,2,,,3,1,4,1,,2,,,,,,,,,,,,,,2,,,,,,,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,3,4,8,3,3,3,1,6,4,,1,,3,4,,,,2,,2,5,5,5,5,3,2,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,2,,,,,,,,5,,,8,,,,,,,1,,,1,,,,,,1,,,1,,,,,,5,,,4,,2,,,,,,,,,,,,,,2,,,,,,,7,,,,9,1,,2,3,,,2
7333,2,,1,30,3,2,1,8,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,1,,,,,,,,,4,4,3,,1,20,7,7,1,,,,,2,,,,2,,,,,3,,3,4,4,3,,1,20,,,,,,,,,,,,,1,1,,,,,,1,2,3,3,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,3,4,4,4,8,3,1,1,1,3,5,,1,,3,,,,,2,,1,5,5,5,5,5,1,2,1,2,3,3,2,1,2,2,2,0,1,2,2,1,0,1,1,1,9,,2,,,,,,3,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,1,7,,2,4,,,,,,,,,,,,,,,,,,,,,9,1,,2,5,,,2
7334,2,,1,28,2,2,1,5,2,2,2,,,,,,,,,,,11,,,1,2,,4,,6,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,1,2,,2,,4,3,1,2,3,,1,2,3,,1,2,3,,1,2,3,,5,5,4,5,,2,,,,,,,,,,,,,,2,,,,,,,3,3,4,3,1,2,1,1,1,1,1,2,2,2,2,2,2,2,4,4,4,4,4,6,2,4,4,4,1,,,,2,,,,,,3,,1,5,5,5,5,1,2,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,2,5,,,3
7336,2,,1,37,4,3,1,19,1,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,13,,2,,,,,,,,,,,,,1,,,,,,,,,3,3,6,8,2,,100,100,1,2,3,,1,2,3,,1,2,3,,1,2,3,,5,5,5,5,,2,,,,,,,,7,,,,,,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,7,2,2,2,5,4,6,,1,2,3,4,,,,2,,1,5,5,5,5,4,2,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,6,,3,,,,,,,,,,,2,,,,4,,,,,,,9,7,,2,4,,1,1
7337,2,,1,36,4,3,1,9,1,3,3,,,,,5,,,8,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,1,,,,,,,,,3,2,1,,2,,60,10,,2,3,,,2,3,,,2,,,,2,3,,5,2,5,6,,1,20,,,,,,,,,,,,,2,,,,,,,2,2,3,3,2,2,2,2,1,1,2,1,2,2,2,2,1,2,3,3,3,3,3,6,2,3,3,1,3,6,,1,2,3,4,,,,3,,4,4,5,5,4,3,2,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,9,,1,1,,,,,,4,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,2,,,,,,,7,,,,9,1,,1,4,,1,2
7338,2,,1,23,1,2,1,8,1,3,3,1,,,,,6,,,,,,,,,,,4,,,,,,,,,,3,3,1,2,2,2,1,2,2,1,,,,1,,3,,,,,,,3,3,6,8,2,,3,2,1,2,,,1,2,,,1,,,,,2,,,6,3,4,3,,2,,,,,,,,7,,,,,,2,,,,,,,4,2,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,7,2,3,2,1,2,6,,1,,3,4,,,,3,,1,5,5,5,3,3,2,,2,4,1,1,1,2,1,1,2,1,3,0,0,0,1,0,0,1,6,1,2,,,,,,,4,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,2,,,,,,,7,,,,8,8,,2,4,,1,1
7339,2,,1,35,4,3,1,21,2,4,4,1,2,,,,6,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,1,,,,,6,,,,4,3,1,,1,33,5,4,1,2,,,1,2,,,1,,,,,2,,,6,2,5,4,,1,33,,,,,,,,,,,,,2,,,,,,,3,2,3,3,1,1,2,1,2,2,1,1,2,2,2,2,1,2,4,4,1,5,2,6,2,2,1,6,1,4,,,,3,4,,,,4,,2,5,5,5,3,2,2,,1,1,2,2,1,2,1,1,1,0,0,1,1,0,1,0,0,0,3,,2,,,,,,,4,,,,8,,,,,,3,,,,1,,,,,3,,,,1,,,,,2,,,,2,,2,,,,,,,,,,,,,,2,1,,,,,,7,,,,12,1,,2,4,,1,1
7340,2,,1,35,4,3,1,10,1,2,2,,,,,5,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,1,,,,,,,,,3,4,1,,2,,15,10,1,,,,1,2,,,1,,,,1,,,,5,2,3,3,,2,,,,,,,,,,,,,,2,,,,,,,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,5,4,2,2,3,6,2,3,3,4,7,1,,,,3,4,,,,3,,3,5,5,5,5,4,2,,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,1,4,,,1
7341,1,2,1,30,3,3,1,25,2,1,1,,,,,,,,,,,,,,,2,,,,6,,,,,,,,3,3,1,1,2,2,2,2,1,2,,,3,1,2,,,,,,,,1,1,5,3,1,20,3,7,1,,3,,,,,4,,,,4,,,,4,5,1,1,1,5,1,20,,,,4,,,7,8,,,,,2,,,,,,,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,4,4,4,4,3,7,2,3,3,1,3,6,,,2,3,4,,,,4,,1,4,5,5,1,4,2,,1,1,2,2,1,2,2,1,1,0,0,1,1,0,1,1,0,0,4,1,1,2,,3,1,,,4,5,,,,,,2,,,2,2,,,,,1,,,1,1,,,,,5,,,5,5,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,6,9,무직,2,3,,,3
7342,1,3,1,32,3,3,1,1,2,2,2,,,,,,6,,,,,,,,1,2,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,1,1,1,,1,26,10,1,1,,,,1,,,,1,,,,1,,,,4,1,2,1,2,1,23,,2,,,,,,,,,,,1,,,3,,,,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,4,3,3,1,6,2,3,4,6,2,7,,,,3,,,,,2,,1,5,5,5,4,1,2,,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,27,1,1,1,,1,1,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,5,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,경제 지원 늘렸으면 합니다,9,10,,2,5,,,2
7343,2,,1,33,3,2,1,9,1,4,4,1,2,,,,6,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,1,,,,,,,,,4,4,1,,1,25,2,3,1,,,,1,,,,1,,,,,2,,,4,4,5,5,,1,25,,,,,,,,,,,,,1,,2,,,,,3,3,3,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,4,4,3,3,4,4,2,2,4,1,6,2,,1,,,,,,,2,,2,4,3,4,1,2,2,,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,18,,1,7,청소,,1,,3,,,,,,,,2,,3,,,,,,,1,,3,,,,,,,5,,5,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,비대면 채팅,9,1,,2,4,,1,1
7345,2,,1,32,3,2,1,17,1,4,4,1,2,,,,6,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,1,,,,,,,,,3,2,5,7,1,25,0,2,1,,,,1,,,,,,,4,,,3,,6,1,2,6,,1,17,,,,,,,7,,,,,,1,,,,4,,,3,2,2,3,2,2,2,1,2,2,1,2,2,1,2,2,2,2,4,4,1,5,4,8,3,2,2,1,2,6,,1,,3,4,,,,2,,4,5,5,5,5,3,2,,1,2,1,2,1,4,1,1,1,0,1,0,1,0,3,0,0,0,5,2,1,2,,4,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,,,,,,1,5,,3,,,,,,,,,,,2,,,3,,,,,,,,9,1,,2,4,,1,1
7347,2,,1,33,3,3,1,4,1,4,4,1,2,,,,6,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,1,,,,,,,,,3,2,1,,1,15,16,13,,2,,,1,2,,,,2,3,,1,,3,,5,4,3,4,,1,19,,,,,,,,,,,,,1,1,,3,4,,,3,2,4,3,1,2,2,1,2,2,2,1,2,1,1,2,1,2,4,3,4,4,5,6,2,1,4,4,6,2,,1,2,3,,,,,3,,3,4,2,3,5,4,2,,3,2,2,1,3,4,3,3,2,2,1,1,0,2,3,2,2,1,14,,1,1,,,,,,4,,6,,,,,,,,2,,1,,,,,,,3,,1,,,,,,,2,,3,,,,1,6,,3,,,,,,,,,,,1,,,,,,,,,,꾸준한 커뮤니케이션,9,1,,2,3,,1,1
7348,2,,1,30,3,2,1,25,1,3,3,1,2,,,,,,,,,,,,,,3,,5,6,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,3,2,2,,1,,5,4,,,3,,1,,3,,,,,4,,,3,,4,2,4,6,,1,,,,,,,,,,,,,,1,,,3,,,,2,3,3,3,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,4,3,4,3,8,3,3,3,6,4,1,,,,3,,,,,2,,2,2,4,3,4,1,1,2,3,3,2,4,2,3,2,3,3,2,2,1,3,1,2,1,2,2,16,,1,2,,,,2,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,3,,,,,,,,1,7,,2,1,,2,,4,,,,,,,,,,,,,,,,,9,4,,1,2,,1,3
7349,2,,1,33,3,3,1,5,1,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,1,,,,,,,,,2,3,1,,2,,10,5,,2,,,1,,,,1,,,,,2,,,4,4,5,5,,2,,,,,,,,,,,,,,2,,,,,,,2,3,3,3,1,1,2,2,2,1,2,2,1,1,1,1,2,2,2,3,3,3,4,6,2,4,5,2,4,5,,,,3,4,,,,3,,1,3,3,4,4,4,2,,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,2,2,,1,2
7350,1,3,1,39,4,3,1,10,2,3,3,1,2,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,3,2,3,,1,37,1,1,,,,4,1,,,,1,,,,,,,4,5,2,2,2,3,1,36,1,,3,,,,,,,,,,1,,2,,,,,3,3,3,3,1,2,2,1,2,2,1,2,2,2,2,2,2,2,3,3,4,4,4,8,3,1,4,1,3,6,,,2,3,,,,,3,,3,4,4,4,3,4,2,,4,4,4,1,2,4,4,4,1,3,3,3,0,1,3,3,3,0,19,1,1,1,,1,1,2,,4,5,6,,,,,3,1,,1,2,2,,,,1,1,,1,1,1,,,,2,2,,2,3,2,,,,1,5,,3,,,,,,,,,,,1,,,,,,,,,,,11,7,,2,3,,1,1
7351,1,4,1,33,3,3,1,22,2,1,1,,,,,,,,,,,,,,,2,,,,6,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,2,2,5,4,1,19,1,0,,,3,,,,,4,,,,4,,,,4,1,1,1,2,3,1,20,,2,,4,,6,,,,,,,2,,,,,,,3,4,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,3,3,3,7,2,4,3,5,6,7,,,,,4,,,,1,,1,5,5,4,4,3,2,,1,1,2,1,1,2,1,2,1,0,0,1,0,0,1,0,1,0,3,1,1,1,,4,,,,4,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,2,,,3,,,,,,,도움은 어디까지나 50%가 한계이므로 나머지 50%는 본인의 몫이다,7,1,,2,2,,,3
7352,2,,1,36,4,3,1,20,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,1,,,,,,,,,2,2,1,,2,,10,4,1,2,3,,1,2,3,,1,,,,,2,3,,3,2,4,5,,2,,,,,,,,,,,,,,2,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,4,4,6,2,3,3,3,2,1,,,2,3,4,,,,2,,1,5,5,5,4,4,2,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,2,5,,,2
7356,2,,1,31,3,2,1,17,1,1,1,,,,,,,,,,,,,,1,2,,,,6,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,1,1,,1,20,4,0,,,,4,,,,4,,,,4,,,,4,4,2,4,1,8,1,20,,,3,,,,,,,,,,1,,2,3,,,,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,4,4,7,2,3,3,1,3,6,,1,2,3,4,,,,2,,1,5,5,5,1,2,2,,1,1,1,1,1,4,1,1,1,0,0,0,0,0,3,0,0,0,3,2,2,,,,,,,,,6,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,5,,,,2,,,,,,,,,,,,,,2,,2,,,,,,,,,4,1,,2,5,,,3
7357,2,,1,22,1,2,1,19,3,4,4,1,2,,,,6,,,,,,,,,,3,4,,,,,,10,,,,1,,,,,,,,,,,,,1,,,,,,,,,4,4,2,,1,20,4,5,1,2,,,1,2,,,1,,,,1,2,,,6,4,6,5,,2,,,,,,,,,,,,,,1,,,3,4,,,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,4,4,3,3,2,8,3,3,3,1,2,6,,1,,3,4,,,,3,,4,5,5,5,3,4,2,,1,2,2,1,1,2,1,1,1,0,1,1,0,0,1,0,0,0,3,,2,,,,1,2,,,,,,8,,,1,1,,,,,,2,,1,1,,,,,,1,,3,4,,,,,,3,,2,,,,,,,,,,,,,,2,1,2,,4,,,,,,,8,8,,2,4,,1,1
7358,2,,1,30,3,2,1,4,2,2,2,,,,4,,,,,,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,6,,,,2,2,3,,1,29,1,7,,,3,,,,3,,,2,,,,,3,,3,5,4,3,,1,29,,,,,,,,,,,,,2,,,,,,,3,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,1,3,4,3,4,2,3,1,2,2,5,3,7,,,,,4,,,,4,,3,4,3,2,4,2,2,,3,3,2,2,3,2,3,2,3,2,2,1,1,2,1,2,1,2,14,,2,,,,,,3,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,3,,,,,,,1,5,,3,,,,,,,,,,,2,,,3,,,,,,,,8,4,,3,3,,,4
7360,2,,1,29,2,2,1,9,2,4,4,1,2,,,,6,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,1,,,,,,,,,3,3,1,,1,27,4,2,1,2,,,1,2,,,1,,,,1,2,,,6,2,5,5,,2,,,,,,,,,,,,,,1,,,3,4,,,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,4,4,3,3,2,6,2,4,3,1,2,6,,1,2,3,4,,,,3,,4,5,5,5,3,3,2,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,2,,,,,2,,4,,,,8,,,,3,,3,,,,3,,,1,,1,,,,1,,,3,,3,,,,3,,2,,,,,,,,,,,,,,1,,,,,,,,,,심리 치료,8,8,,2,4,,1,1
7361,2,,1,31,3,2,1,14,1,3,3,1,2,,,,,,,,,,,,,,,,,6,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,2,2,1,,1,26,4,4,,2,,,1,,,,,2,,,,2,,,2,2,3,4,,1,29,,,,,,,,,,,,,1,,2,3,,,,2,2,3,3,1,2,2,2,2,1,1,2,2,1,2,2,2,2,3,2,4,4,3,6,2,4,2,2,5,6,,,2,3,,,,,3,,1,5,5,5,4,3,2,,2,2,3,1,1,1,2,1,2,1,1,2,0,0,0,1,0,1,6,,2,,,,,2,3,,,,,,,,,2,1,,,,,,,,1,1,,,,,,,,2,2,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,같은 나이 또래와 멘토멘티제도,9,1,,2,4,,1,1
7363,2,,1,30,3,2,1,18,1,4,4,1,2,,,,6,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,1,,,,,,,,,4,4,1,,2,,7,7,1,2,3,,1,2,3,,1,2,,,1,2,3,,6,4,5,6,,2,,,,,,,,,,,,,,1,,2,3,4,,,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,5,5,4,5,5,7,2,2,2,5,1,2,,1,,3,4,,,,2,,4,5,4,5,5,4,2,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,2,4,,1,1
7364,1,1,1,28,2,2,1,6,1,3,3,1,,,,,6,,,,,,,,,,,,,,,,,,,13,,3,3,1,1,2,2,2,1,1,2,,,4,1,,,,,,,,,1,1,5,5,1,24,1,3,,,,4,,,,4,,,,4,,,,4,5,2,2,1,5,1,25,1,,3,,,,7,8,9,,,,2,,,,,,,3,3,3,4,1,2,2,1,1,2,1,2,1,1,2,1,1,1,3,2,4,3,1,6,2,3,3,1,3,2,,,2,3,4,,,,3,,2,3,4,5,1,2,2,,4,4,3,3,2,4,4,2,2,3,3,2,2,1,3,3,1,1,19,1,1,2,,2,1,,,4,,,,,,,1,,,1,,,,,,1,,,1,,,,,,5,,,3,,,,,,2,,,,,,,,,,,,,,2,1,,,,,,7,,,,9,10,,2,3,,1,3
7365,2,,1,29,2,2,1,12,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,13,,2,,,,,,,,,,,,,1,,,,,,,,,5,5,3,,1,20,2,5,,,3,,1,2,,,1,,,,,2,,,4,3,4,3,,2,,,,,,,,,,,,,,2,,,,,,,2,3,2,3,1,2,1,2,1,2,1,1,1,1,1,1,1,1,4,3,4,3,4,5,2,3,3,3,2,1,,,2,3,,,,,3,,2,4,3,4,3,4,1,2,3,2,3,2,3,2,3,2,3,2,1,2,1,2,1,2,1,2,14,,2,,,,,2,,4,5,,,,,,,2,,1,3,,,,,,2,,2,1,,,,,,2,,3,3,,,,,1,4,,3,,,,,,,,,,,1,,,,,,,,,,,9,1,,2,3,,,3
7366,2,,1,38,4,3,1,8,2,3,3,1,2,,,,,,,,,,,,,,,,,6,7,,,,,,,1,,,,,,,,,,,,,1,,,4,,,,,,2,2,1,,1,25,3,2,1,,,,1,,,,,,,4,,,,4,5,2,3,4,,1,30,,,,,,,,,,,,,1,,,3,4,,,3,3,3,3,2,2,2,2,1,2,1,2,1,2,2,2,2,2,4,3,4,2,2,6,2,1,4,1,4,5,,1,,3,,,,,3,,3,1,5,5,1,3,1,5,2,2,2,2,2,3,3,3,3,1,1,1,1,1,2,2,2,2,13,,1,2,,,1,2,,4,,,,,,,3,2,,3,,,,,,1,1,,1,,,,,,5,5,,5,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,심리적으로 어려움을 겪고있는 청년들에게 힘을 주세요,9,7,,2,4,,1,1
